462357.6483385423,6104563.700761554,463272.22699491936,6103659.554081595
463272.22699491936,6103659.554081595,464382.5685515629,6102785.082521899
464382.5685515629,6102785.082521899,465229.6799574622,6102221.975204027
465229.6799574622,6102221.975204027,465829.727760699,6101815.379448314
465829.727760699,6101815.379448314,466340.2951729917,6101286.0134724025
466340.2951729917,6101286.0134724025,466832.47202290315,6100664.144198692
466832.47202290315,6100664.144198692,467040.9037077316,6100044.304762771
467040.9037077316,6100044.304762771,467123.5112069944,6099209.063932351
467123.5112069944,6099209.063932351,467204.27413660346,6098126.566465589
467204.27413660346,6098126.566465589,467356.179155292,6097043.552652255
467356.179155292,6097043.552652255,467632.3266135028,6095928.708887964
467632.3266135028,6095928.708887964,468230.15376119263,6095058.8611088
468230.15376119263,6095058.8611088,469096.73286625167,6094465.440040983
469096.73286625167,6094465.440040983,470266.9628171354,6094055.670087526
470266.9628171354,6094055.670087526,471383.6450428124,6093584.677595253
471383.6450428124,6093584.677595253,472071.79751363193,6092776.652823277
472071.79751363193,6092776.652823277,472170.03173507645,6091415.955646966
472170.03173507645,6091415.955646966,472143.5880442664,6090025.100987698
472143.5880442664,6090025.100987698,472117.1346429987,6088634.24929544
472117.1346429987,6088634.24929544,472251.4376142832,6087335.100175617
472251.4376142832,6087335.100175617,472546.8810564952,6086158.713693901
472546.8810564952,6086158.713693901,473809.1103316958,6085842.031955397
473809.1103316958,6085842.031955397,475285.84586936433,6085648.152664945
475285.84586936433,6085648.152664945,476763.40969871084,6085578.499077633
476763.40969871084,6085578.499077633,478187.10372954444,6085416.786730119
478187.10372954444,6085416.786730119,478542.2248574902,6085198.636631425
478542.2248574902,6085198.636631425,478506.73004467605,6085229.742102613
478506.73004467605,6085229.742102613,479179.70170170383,6084422.912193612
479179.70170170383,6084422.912193612,479870.54118608247,6083585.1701624645
479870.54118608247,6083585.1701624645,480722.65513039636,6082901.408106296
480722.65513039636,6082901.408106296,482004.687381606,6082710.5883124275
482004.687381606,6082710.5883124275,483181.69829348684,6082984.2231274
483181.69829348684,6082984.2231274,484216.53845213907,6083413.22831901
