484216.53845213907,6083413.22831901,485251.17999406165,6083842.4718359085
485251.17999406165,6083842.4718359085,486214.67123205337,6084364.865533108
486214.67123205337,6084364.865533108,487248.9009433788,6084794.56928834
487248.9009433788,6084794.56928834,488496.10461271444,6085007.524258919
488496.10461271444,6085007.524258919,489796.24352246884,6085097.186323257
489796.24352246884,6085097.186323257,490899.4216696042,6084631.120007056
490899.4216696042,6084631.120007056,492181.32152700063,6084412.380929101
492181.32152700063,6084412.380929101,493481.6000951531,6084533.934130521
493481.6000951531,6084533.934130521,494870.81910061673,6084563.067197621
494870.81910061673,6084563.067197621,496224.1116826986,6084283.531712661
496224.1116826986,6084283.531712661,497310.3073442171,6083788.12227923
497310.3073442171,6083788.12227923,498254.12709996034,6083169.511655052
498254.12709996034,6083169.511655052,499269.48021411354,6082612.846596448
499269.48021411354,6082612.846596448,500285.0849052621,6082056.411557464
500285.0849052621,6082056.411557464,501390.09271187615,6081592.926859435
501390.09271187615,6081592.926859435,502566.53259297664,6081160.689243101
502566.53259297664,6081160.689243101,504010.4276220176,6080914.488633767
504010.4276220176,6080914.488633767,505365.16430615075,6080823.096608122
505365.16430615075,6080823.096608122,506791.43554938544,6080608.702982001
506791.43554938544,6080608.702982001,508235.6841328708,6080394.794522585
508235.6841328708,6080394.794522585,509502.17757685995,6080026.295581396
509502.17757685995,6080026.295581396,510839.82638755825,6079782.063887289
510839.82638755825,6079782.063887289,512035.4955759691,6079352.3486036
512035.4955759691,6079352.3486036,513213.45699205797,6078953.833538478
513213.45699205797,6078953.833538478,514391.7913375434,6078524.692429174
514391.7913375434,6078524.692429174,515001.1976877168,6077599.410796211
515001.1976877168,6077599.410796211,514648.510496032,6076361.850941949
514648.510496032,6076361.850941949,515008.925053925,6075281.093986976
515008.925053925,6075281.093986976,515618.8494330898,6074386.834259759
515618.8494330898,6074386.834259759,516300.24633978837,6073523.738634463
516300.24633978837,6073523.738634463,517299.47559657996,6073682.027370061
517299.47559657996,6073682.027370061,518261.3994627785,6074211.272764061
518261.3994627785,6074211.272764061,519547.59238388273,6074000.347230482
519547.59238388273,6074000.347230482,520745.06577674963,6073696.573553555
520745.06577674963,6073696.573553555,522031.2241445184,6073548.1142227845
522031.2241445184,6073548.1142227845,523064.4998330191,6073986.043569488
523064.4998330191,6073986.043569488,523684.41909225134,6074916.538713494
523684.41909225134,6074916.538713494,523701.1424169218,6075133.062440494
523701.1424169218,6075133.062440494,524321.6048180682,6075909.086446092
524321.6048180682,6075909.086446092,525210.3539185226,6076532.2384603
525210.3539185226,6076532.2384603,526639.1323699979,6076293.205177194
526639.1323699979,6076293.205177194,527748.215993374,6075836.204693546
527748.215993374,6075836.204693546,528536.3583736047,6075377.4304753225
528536.3583736047,6075377.4304753225,528553.9585040115,6075408.477632714
528553.9585040115,6075408.477632714,529480.3734966508,6075661.709785915
529480.3734966508,6075661.709785915,530314.6874594875,6076316.454755278
530314.6874594875,6076316.454755278,531148.3963287966,6077033.00235805
531148.3963287966,6077033.00235805,531909.9952406866,6077811.1791051775
531909.9952406866,6077811.1791051775,532797.5527273604,6078404.900065083
532797.5527273604,6078404.900065083,533702.7235120917,6078998.819847957
533702.7235120917,6078998.819847957,534607.6549943413,6079593.034411061
534607.6549943413,6079593.034411061,535422.4099706667,6080279.420662168
535422.4099706667,6080279.420662168,536326.6072805135,6080904.918544656
536326.6072805135,6080904.918544656,537159.2735621522,6081529.898610881
537159.2735621522,6081529.898610881,537859.7760151358,6080886.63363475
537859.7760151358,6080886.63363475,538048.4972374694,6079651.766889509
538048.4972374694,6079651.766889509,538308.1193728811,6078479.2739174785
538308.1193728811,6078479.2739174785,538833.5412378386,6077525.52603332
538833.5412378386,6077525.52603332,539944.1382953681,6077009.770280647
539944.1382953681,6077009.770280647,541125.2878344897,6076618.564848519
541125.2878344897,6076618.564848519,542306.8724835996,6076196.734073899
542306.8724835996,6076196.734073899,543488.3831140961,6075806.1466482375
543488.3831140961,6075806.1466482375,544581.8452199578,6075322.294457811
544581.8452199578,6075322.294457811,545941.3409203029,6075026.809925507
545941.3409203029,6075026.809925507,547282.8325110293,6074762.481251208
547282.8325110293,6074762.481251208,548729.6036459717,6074685.088714762
548729.6036459717,6074685.088714762,550176.086017288,6074639.205539571
550176.086017288,6074639.205539571,551423.8242512372,6074807.853972221
551423.8242512372,6074807.853972221,552725.7223080276,6074915.607670696
552725.7223080276,6074915.607670696,553900.7423253447,6075176.797005644
553900.7423253447,6075176.797005644,554930.6107358802,6075622.039848297
554930.6107358802,6075622.039848297,556032.8009080328,6075975.71812568
556032.8009080328,6075975.71812568,557279.5838671131,6076176.814688646
557279.5838671131,6076176.814688646,558374.8266262672,6075665.371616552
558374.8266262672,6075665.371616552,559310.9766328597,6075059.387844609
559310.9766328597,6075059.387844609,560159.294824829,6074359.604205357
560159.294824829,6074359.604205357,561095.9591064979,6073753.87797346
561095.9591064979,6073753.87797346,561945.2237241216,6073023.606615217
561945.2237241216,6073023.606615217,562882.4069808238,6072418.249418805
562882.4069808238,6072418.249418805,563642.8985023444,6071686.939706729
563642.8985023444,6071686.939706729,564492.5867256266,6070987.967634716
564492.5867256266,6070987.967634716,565271.9054541232,6070226.3647465315
565271.9054541232,6070226.3647465315,566034.1177342839,6069433.701947848
566034.1177342839,6069433.701947848,566323.1989162662,6069221.477268631
