671554.5086374086,6413817.149814891,671262.2680938673,6413309.629735302
671262.2680938673,6413309.629735302,670986.210199088,6412802.936079738
670986.210199088,6412802.936079738,670780.192530959,6412205.607749784
670780.192530959,6412205.607749784,670644.1472688884,6411519.525414273
670644.1472688884,6411519.525414273,670351.611323483,6411010.40585715
670351.611323483,6411010.40585715,670146.2739683122,6410413.151925756
670146.2739683122,6410413.151925756,669869.8450136184,6409906.542053482
669869.8450136184,6409906.542053482,669523.2165871842,6409490.517190043
669523.2165871842,6409490.517190043,669092.4315746042,6409130.510852854
669092.4315746042,6409130.510852854,668676.5578257095,6408803.505750826
668676.5578257095,6408803.505750826,668260.9456106912,6408445.90564098
668260.9456106912,6408445.90564098,667776.1166641797,6408177.312582745
667776.1166641797,6408177.312582745,667532.3943395581,6408075.309494211
